id,company_id,sector,emtak,name,phone,www,email,is_active,final_url,domain,title,status_code,is_marketing
245912,214480,Reklaamiagentuurid,73111,OÜ MERMEEDIA,+372 5083248,www.mermeedia.ee,ivo.merioja@mermeedia.ee,True,https://mermeedia.ee/,mermeedia.ee,"Mermeedia - reklaami müük Saaremaal, sadamates ja praamidel",200,True
249213,217068,Reklaamiagentuurid,73111,OÜ OOPS EE,+372 58666677,http://www.oops.ee,janek@oops.ee,True,https://oops.ee/,oops.ee,"oops.ee - Web Development, Design, SEO, Hosting - Tallinn, Estonia",200,True
252884,219951,Reklaamiagentuurid,73111,OÜ Reklaam ja Disain,+372 5093317,https://www.rdisain.ee,ville@rdisain.ee,True,https://rdisain.ee/,rdisain.ee,"Avaleht - Reklaam & Disain (kleebised, reklaamtooted, sildid, disain)",200,True
252884,219951,Reklaamiagentuurid,73111,OÜ Reklaam ja Disain,+372 53445020,https://www.rdisain.ee,ville@rdisain.ee,True,https://rdisain.ee/,rdisain.ee,"Avaleht - Reklaam & Disain (kleebised, reklaamtooted, sildid, disain)",200,True
254332,221102,Reklaamiagentuurid,73111,OÜ S18 Group,+372 51933611,https://s18games.com/,info@s18games.com,True,https://s18games.com/,s18games.com,S18 GAMES,200,False
256130,222532,Reklaamiagentuurid,73111,OÜ SmileMotion,+372 56677695,www.motion.ee,ronald@motion.ee,True,http://www.motion.ee/,www.motion.ee,Page Not Found,200,False
264003,228854,Reklaamiagentuurid,73111,PACKiT OÜ,+372 58588858,www.packit.ee,info@packit.ee,False,,,,0,False
264870,229723,Reklaamiagentuurid,73111,Palgakalkulaator OÜ,+372 56080500,https://automakskalkulaator.ee/,tarmecotrade@gmail.com,True,https://automakskalkulaator.ee/,automakskalkulaator.ee,Uus automaksu kalkulaator 2025 reg numbri järgi,200,False
264870,229723,Reklaamiagentuurid,73111,Palgakalkulaator OÜ,+372 56699644,https://automakskalkulaator.ee/,tarmecotrade@gmail.com,True,https://automakskalkulaator.ee/,automakskalkulaator.ee,Uus automaksu kalkulaator 2025 reg numbri järgi,200,False
264870,229723,Reklaamiagentuurid,73111,Palgakalkulaator OÜ,+372 56080500,https://palgakalkulaator2025.ee/,tarmecotrade@gmail.com,True,https://palgakalkulaator2025.ee/,palgakalkulaator2025.ee,Palgakalkulaator 2025: Arvuta palk ja maksud,200,False
264870,229723,Reklaamiagentuurid,73111,Palgakalkulaator OÜ,+372 56699644,https://palgakalkulaator2025.ee/,tarmecotrade@gmail.com,True,https://palgakalkulaator2025.ee/,palgakalkulaator2025.ee,Palgakalkulaator 2025: Arvuta palk ja maksud,200,False
266205,230871,Reklaamiagentuurid,73111,Passion OÜ,+372 5106052,www.passion.ee,aare@passion.ee,True,https://www.passion.ee/,www.passion.ee,Home,200,False
270760,234987,Reklaamiagentuurid,73111,Pix OÜ,+372 53404283,https://pix.ee,info@pix.ee,True,https://pix.ee/,pix.ee,Kodulehe tegemine - Optimeeritud ja läbimõeldud veebilehed,200,True
271452,235596,Reklaamiagentuurid,73111,Pliiats ja Print OÜ,+372 55682671,pliiatsjaprint.ee,info@pliiatsjaprint.ee,True,https://pliiatsjaprint.ee/,pliiatsjaprint.ee,"Reklaamkingitused, ärikingitused, meened | Pliiats ja Print",200,True
271922,236006,Reklaamiagentuurid,73111,Pohl OÜ,+372 53417605,www.pohl.ee,info@pohl.ee,True,https://www.facebook.com/pohldisain/,www.facebook.com,Pohl | Tallinn ,200,False
272689,236674,Reklaamiagentuuride tegevus,73111,Portofino Marketing Agency OÜ,+1 6205092588,https://www.portofinomarketing.com/#/,portofinomarketingagency60@gmail.com,True,http://www.portofinomarketing.biz/#/,www.portofinomarketing.biz,404 - Page Not Found,404,False
273646,237505,Reklaamiagentuurid,73111,Presenter OÜ,+372 56213835,www.presenter.ee,rando@presenter.ee,True,https://www.presenter.ee/,www.presenter.ee,Presenter - Home for your business,200,False
273689,237541,Reklaamiagentuurid,73111,Prestige Worldwide OÜ,+372 5293970,www.pww.ee,info@pww.ee,True,https://www.pww.ee/,www.pww.ee,Prestige Worldwide OÜ,200,False
276380,239898,Reklaamiagentuuride tegevus,73111,Proua Teisipäev OÜ,+372 53312567,https://www.prouateisipaev.ee,prouateisipaev@gmail.com,True,https://www.prouateisipaev.ee/,www.prouateisipaev.ee,,404,False
277746,241100,Reklaamiagentuuride tegevus,73111,PurpleSky OÜ,+372 58854556,purplesky.pro,nikita.vesselov@gmail.com,True,https://purplesky.pro/,purplesky.pro,PurpleSky – Media Buying Agency,200,False
282746,247448,Reklaamiagentuurid,73111,Raismanna OÜ,+372 56901868,https://www.raismanna.ee,marie.metsaru@gmail.com,True,https://www.raismanna.ee/,www.raismanna.ee,Digikujundamine | Raismanna ,200,False
283153,247816,Reklaamiagentuurid,73111,RAKETT OÜ,+372 56223456,https://www.rakett.org/,priit@rakett.org,True,https://www.rakett.org/,www.rakett.org,Rakett,200,True
287968,252425,Reklaamiagentuurid,73111,Reklaamiagentuur Briif OÜ,+372 5018412,www.briif.ee,reijo@direct.ee,True,http://www.briif.ee/,www.briif.ee,BRIIF,200,True
287987,252441,Reklaamiagentuurid,73111,Reklaamistuudio FMS OÜ,+372 56633939,www.fms.ee,info@fms.ee,True,https://www.fms.ee/,www.fms.ee,Avaleht | Reklaamistuudio FMS | reklaamkingitused | firmakingitused | ärikingitused | imagotooted,200,True
289419,253677,Reklaamiagentuurid,73111,Republic of Arts OÜ,+372 56499325,www.republicofarts.com,madis@republicofarts.com,True,https://republicofarts.com/,republicofarts.com,Republic of Arts,200,False
290818,254888,Reklaamiagentuurid,73111,RichConsulting OÜ,+372 55551629,http://www.richconsulting.ee,richard@richconsulting.ee,True,http://www.richconsulting.ee/,www.richconsulting.ee,,200,False
293456,257175,Reklaamiagentuurid,73111,Rodeverk OÜ,+372 5531976,www.rodeverk.eu,rodion@rodeverk.eu,True,http://rodeverk.eu/,rodeverk.eu,Rodeverk OÜ ,200,True
302253,265994,Reklaamiagentuurid,73111,Solutio OÜ,+372 5259340,www.solutio.ee,sven-erik@solutio.ee,True,http://www.solutio.ee/,www.solutio.ee,Our website is coming soon,200,False
303741,267302,Reklaamiagentuurid,73111,Spetsy Marketing OÜ,+372 5126758,https://spetsymarketing.com,support@spetsymarketing.com,True,https://spetsymarketing.com/,spetsymarketing.com,"Spetsy Marketing | Turundus, veebilahendused",200,True
303741,267302,Reklaamiagentuurid,73111,Spetsy Marketing OÜ,+372 53422798,https://spetsymarketing.com,support@spetsymarketing.com,True,https://spetsymarketing.com/,spetsymarketing.com,"Spetsy Marketing | Turundus, veebilahendused",200,True
303741,267302,Reklaamiagentuurid,73111,Spetsy Marketing OÜ,+372 56674705,https://spetsymarketing.com,support@spetsymarketing.com,True,https://spetsymarketing.com/,spetsymarketing.com,"Spetsy Marketing | Turundus, veebilahendused",200,True
305778,269154,Reklaamiagentuuride tegevus,73111,Startree OÜ,+372 58121299,www.startreedigital.com,info@startreedigital.com,True,https://startreedigital.com/,startreedigital.com,Startree — Агентство цифрового маркетинга,200,False
306437,269733,Reklaamiagentuurid,73111,Stereo Meedia OÜ,+372 5016914,www.stereomeedia.ee,mart@stereomeedia.ee,True,https://www.stereomeedia.ee/,www.stereomeedia.ee,"Avaleht - Lipud, Rannalipud, Digiprint, Pop-UP telgid",200,True
306437,269733,Reklaamiagentuurid,73111,Stereo Meedia OÜ,+372 5089558,www.stereomeedia.ee,mart@stereomeedia.ee,True,https://www.stereomeedia.ee/,www.stereomeedia.ee,"Avaleht - Lipud, Rannalipud, Digiprint, Pop-UP telgid",200,True
307706,270851,Reklaamiagentuurid,73111,Stuffer Design OÜ,+372 5105106,www.stuffer.ee,info@stuffer.ee,True,https://www.stuffer.ee/,www.stuffer.ee,,404,False
311841,274537,Reklaamiagentuurid,73111,"Zentiva Group, a.s. Eesti filiaal",+372 5014487,https://www.zentiva.cz/,sven.mallo@zentiva.com,True,https://www.zentiva.cz/,www.zentiva.cz,Homepage - Zentiva.cz,200,False
312741,275355,Reklaamiagentuurid,73111,Tabasco OÜ,+372 56663344,www.tabasco.ee,indrek@tabasco.ee,True,http://www.tabasco.ee/,www.tabasco.ee,403 Forbidden,403,False
318196,282586,Reklaamiagentuurid,73111,TDA OÜ,+54 91154903833,https://www.tangodigitalagency.com,contact@tangodigitalagency.com,True,https://www.tangodigitalagency.com/,www.tangodigitalagency.com, Tango,200,True
321194,285235,Reklaamiagentuurid,73111,TK Diamante OÜ,+372 56676347,www.diamante.ee,diamante@diamante.ee,False,,,,0,False
325182,288980,Reklaamiagentuurid,73111,TT PROMO OÜ,+372 59190609,https://promott.ee,tristurk@gmail.com,False,,,,0,False
326321,289917,Reklaamiagentuurid,73111,Turundusjuhtimine.ee OÜ,+372 58847555,www.turundusjuhtimine.ee,katrin@turundusjuhtimine.ee,True,https://turundusjuhtimine.ee/,turundusjuhtimine.ee,Turundusjuhtimine,200,True
330441,293798,Reklaamiagentuurid,73111,UNIVERSAL UNION OÜ,+372 56708052,salut.ee,salut@salut.ee,True,https://unun.ee,unun.ee,Universal Union. Veebiteenused ja reklaamibüroo Eestis,200,True
330932,294249,Reklaamiagentuurid,73111,Upup service OÜ,+372 53492768,https://upupservice.com/,Nikita.Baikov@gmail.com,True,https://upupservice.com/,upupservice.com,Upup Service - International Digital Marketing Agency,200,True
336785,299722,Reklaamiagentuurid,73111,Veebiturundus OÜ,+372 56835188,https://www.veebiturundus.com,mandmaris@gmail.com,False,,,,0,False
344223,307383,Reklaamiagentuurid,73111,VMV Marketing OÜ,+372 53472768,https://webreklaam.ee/,webmarketingee@gmail.com,True,https://webreklaam.ee/,webreklaam.ee,"Webreklaam - Reklaam Google, Facebook, Instagram ja Telegram | Tõhus Internetiturundus Eestis",200,True
344651,307759,Reklaamiagentuurid,73111,Vondel Marketing OÜ,+372 58386775,vondelmarketing.com,info@ansonbaer.com,True,https://vondelmarketing.com/,vondelmarketing.com,Vondel,200,True
347071,310379,Reklaamiagentuurid,73111,Walgus Media OÜ,+372 5212426,www.walgus.ee,info@walgus.ee,True,https://www.walgus.ee/,www.walgus.ee,Walgus,200,True
347839,311068,Reklaamiagentuurid,73111,Web&Mobile OÜ,+372 58275312,https://wmob.eu,wmob@wmob.eu,True,https://wmob.eu/,wmob.eu,WEB&MOBILE OÜ » Virtual Digital Agency 🥇,200,True
348268,311447,Reklaamiagentuurid,73111,Wellmedia OÜ,+372 5083248,www.wellmedia.ee,info@wellmedia.ee,False,,,,0,False
349085,312164,Reklaamiagentuurid,73111,WideWise OÜ,+372 59055956,WideWise.ee,info@widewise.ee,True,https://widewise.ee/,widewise.ee,WideWise,200,True
