id,company_id,sector,emtak,name,phone,www,email
250933,218418,"Mootorsõidukite hooldus ja remont",45201,"OÜ Poolq","+372 5018277",www.poolq.ee,info@poolq.ee
251205,218646,"Mootorsõidukite hooldus ja remont",45201,"OÜ Proart service","+372 5583006",www.proartservice.ee,info@proartservice.ee
251205,218646,"Mootorsõidukite hooldus ja remont",45201,"OÜ Proart service","+372 56060567",www.proartservice.ee,info@proartservice.ee
251371,218779,"Mootorsõidukite hooldus ja remont",45201,"OÜ PROREXOIL","+372 56226162",www.prorexoil.ee,prorexoil@prorexoil.ee
251371,218779,"Mootorsõidukite hooldus ja remont",45201,"OÜ PROREXOIL","+372 56226162",www.autoelamu.ee,prorexoil@prorexoil.ee
252063,219315,"Mootorsõidukite hooldus ja remont",45201,"OÜ Rada Auto","+372 54321555",https://www.radaauto.ee/,info@radaauto.ee
252797,219883,"Mootorsõidukite hooldus ja remont",45201,"OÜ REHVIKAS","+372 56975670",www.rehvikas.com,taivo@rehvikas.com
253851,220712,"Mootorsõidukite hooldus ja remont",45201,"OÜ Roopa Auto","+372 5212395",www.roopaauto.ee,arved@roopaauto.ee
254583,221277,"Mootorsõidukite hooldus ja remont",45201,"OÜ Saksa Auto AMK","+372 5023183",https://amk.ee/,toomas.lambin@amk.ee
255618,222107,"Mootorsõidukite hooldus ja remont",45201,"OÜ Siller Solutions","+372 56642342",https://www.sillerremaps.ee,silver.siitam@gmail.com
255618,222107,"Mootorsõidukite hooldus ja remont",45201,"OÜ Siller Solutions","+372 56642342",https://www.sillersolutions.ee,silver.siitam@gmail.com
259940,225581,"Mootorsõidukite hooldus ja remont",45201,"OÜ Troost Auto","+372 53490050",www.troostauto.ee,madis@troostauto.ee
259940,225581,"Mootorsõidukite hooldus ja remont",45201,"OÜ Troost Auto","+372 5520851",www.troostauto.ee,madis@troostauto.ee
262251,227433,"Mootorsõidukite hooldus ja remont",45201,"OÜ VinnalAuto","+372 56498770",www.vinnalauto.ee,rene@vinnalauto.ee
263110,228111,"Mootorsõidukite hooldus ja remont",45201,"OÜ West Car","+372 5022494",http://westcar.eu,arved@westcar.eu
263110,228111,"Mootorsõidukite hooldus ja remont",45201,"OÜ West Car","+372 5111494",http://westcar.eu,arved@westcar.eu
264075,228914,"Mootorsõidukite hooldus ja remont",45201,"Padise Auto OÜ","+372 5135097",padiseauto.ee,info@padiseauto.ee
266327,230980,"Mootorsõidukite hooldus ja remont",45201,"Patrick Motors OÜ","+372 5026098",http://patrickmotors.ee,info@offroadhouse.ee
267255,231817,"Mootorsõidukite hooldus ja remont",45201,"Peetri Talutehnika OÜ","+372 5041986",www.talutehnika.ee,info@talutehnika.ee
267255,231817,"Mootorsõidukite hooldus ja remont",45201,"Peetri Talutehnika OÜ","+372 5241986",www.talutehnika.ee,info@talutehnika.ee
269294,233680,"Mootorsõidukite hooldus ja remont",45201,"PIKALIIVA GRUPP OSAÜHING","+372 5532040",www.pikaliiva.com,juhatus@pikaliiva.com
271395,235544,"Mootorsõidukite hooldus ja remont",45201,"Plekk ja Värv autoteeninduse OÜ","+372 5073591",www.plekk.ee,plekk@plekk.ee
271472,235615,"Mootorsõidukite hooldus ja remont",45201,"PLK Auto OÜ","+372 56678066",https://plkauto.ee/,info@plkauto.ee
272340,236378,"Mootorsõidukite hooldus ja remont",45201,"Polyship OÜ","+372 5240752",www.polyship.ee,info@polyship.ee
272968,236924,"Mootorsõidukite hooldus ja remont",45201,"Power Bike OÜ","+372 53090292",marek.kose69@gmail.com,marek.kose69@gmail.com
276113,239672,"Mootorsõidukite hooldus ja remont",45201,"Prosapia OÜ","+372 56564618",www.prosapia.ee,east.egert@gmail.com
282146,246912,"Mootorsõidukite hooldus ja remont",45201,"RahumäeAuto OÜ","+372 5652106",www.rahumaeauto.ee,info@rahumaeauto.ee
283919,248758,"Mootorsõidukite hooldus ja remont",45201,"Ramvar Auto OÜ","+372 5270333",www.ramvar.ee,info@ramvar.ee
287271,251809,"Mootorsõidukite hooldus ja remont",45201,"Rehvid Pluss OÜ","+372 56666409",https://www.rehvidpluss.com/,kristjan@rehvidpluss.com
287280,251815,"Mootorsõidukite hooldus ja remont",45201,"RehviHunt OÜ","+372 55543851",www.rehvihunt.ee,info@rehvihunt.ee
287283,251818,"Mootorsõidukite hooldus ja remont",45201,"Rehviladu OÜ","+372 55604773",www.rehviladu.ee,tiitrehviladu@hot.ee
288469,252833,"Mootorsõidukite hooldus ja remont",45201,"REMMON OÜ","+372 5274008",www.remmon.ee,remmon@remmon.ee
289274,253540,"Mootorsõidukite hooldus ja remont",45201,"Rentster Online OÜ","+372 5257842",https://www.rentster.eu,rentster@rentster.eu
289584,253831,"Mootorsõidukite hooldus ja remont",45201,"RESPOM AUTO OÜ","+372 56503833",www.respom.ee,info@respom.ee
289966,254152,"Mootorsõidukite hooldus ja remont",45201,"Rettum OÜ","+372 6543016",http://www.ilutuba.ee/,ilutuba@online.ee
290120,254279,"Mootorsõidukite hooldus ja remont",45201,"Reval Motors OÜ","+372 5182788",www.revalmotors.ee,info@revalmotors.ee
292968,256743,"Mootorsõidukite hooldus ja remont",45201,"RMW OÜ","+372 55565401",www.rmw.ee,info@rmw.ee
293322,257054,"Mootorsõidukite hooldus ja remont",45201,"Rockauto OÜ","+372 5029144",www.chevyclub.ee,siim@chevyclub.ee
293421,257144,"Mootorsõidukite hooldus ja remont",45201,"ROCKWELD OÜ","+372 5053594",www.rockweld.ee,info@rockweld.ee
295399,259544,"Mootorsõidukite hooldus ja remont",45201,"Sadulsepateenused OÜ","+372 5141494",www.sadulsepp.ee,info@sadulsepp.ee
297541,261563,"Mootorsõidukite hooldus ja remont",45201,"SARET TEENINDUS OÜ","+372 5048482",saret.ee,indrek.teras@gmail.com
298236,262437,"Mootorsõidukite hooldus ja remont",45201,"Saurusservis OÜ","+372 5055614",www.saurusservis.ee,paavo@porterec.ee
303542,267132,"Mootorsõidukite hooldus ja remont",45201,"Special Cars OÜ","+372 58838508",www.specialcars.ee,info@specialcars.ee
303633,267215,"Mootorsõidukite hooldus ja remont",45201,"SPEED PAINT OÜ","+372 57100500",www.speedpaint.ee,info@speedpaint.ee
303733,267295,"Mootorsõidukite hooldus ja remont",45201,"Spetsialist OÜ","+372 55529632",https://www.spetsialist.eu,andrus@spetsialist.eu
303897,267441,"Mootorsõidukite hooldus ja remont",45201,"Spirit Keretööd OÜ","+372 56652286",www.spiritkeretööd.ee,Spiritkeretood@gmail.com
304000,267529,"Mootorsõidukite hooldus ja remont",45201,"SP Metal Art OÜ","+372 53733890",www.spstudio.ee,maitmuts@gmail.com
304000,267529,"Mootorsõidukite hooldus ja remont",45201,"SP Metal Art OÜ","+372 56981791",www.spstudio.ee,maitmuts@gmail.com
305391,268806,"Mootorsõidukite hooldus ja remont",45201,"Stange Mehed OÜ","+372 58818022",https://stangemehed.ee/,info@stangemehed.ee
306559,269839,"Mootorsõidukite hooldus ja remont",45201,"StigMet OÜ","+372 56566445",www.stigmet.ee,priit@stigmet.ee
320933,285006,"Mootorsõidukite hooldus ja remont",45201,"Tiskre Pesa OÜ","+372 53604561",https://www.tiskrepesa.com/,tiskrepesaou@gmail.com
321348,285363,"Mootorsõidukite hooldus ja remont",45201,"T-Lab OÜ","+372 5295534",www.t-lab.ee,info@t-lab.ee
322323,286295,"Mootorsõidukite hooldus ja remont",45201,"TomestAuto OÜ","+372 56258896",www.tomest.ee,tomestauto@gmail.com
322920,286846,"Mootorsõidukite hooldus ja remont",45201,"Toonklaas OÜ","+372 5283422",www.toonklaas.ee,Info@toonklaas.ee
323321,287179,"Mootorsõidukite hooldus ja remont",45201,"Toptruck OÜ","+372 53028109",www.toptruck.ee,puidueero@gmail.com
325713,289436,"Mootorsõidukite hooldus ja remont",45201,"Tulson Auto OÜ","+372 56483333",www.tulson.ee,info@tulsonauto.ee
326450,290025,"Mootorsõidukite hooldus ja remont",45201,"Tuukri Autokeskus OÜ","+372 58666602",www.t-autokeskus.ee,info@t-autokeskus.ee
327588,291099,"Mootorsõidukite hooldus ja remont",45201,"Täisühing AUTOHALL","+372 5087023",http://www.autohall.ee,urmas@autohall.ee
330158,293552,"Mootorsõidukite hooldus ja remont",45201,"Uniparts OÜ","+372 58868898",https://uniparts.ee,info@uniparts.ee
331948,295196,"Mootorsõidukite hooldus ja remont",45201,"USIN Osaühing","+372 5547270",www.usin.eu,info@usin.eu
333196,296349,"Mootorsõidukite hooldus ja remont",45201,"V8 BROTHERHOOD MTÜ","+372 56260617",www.v8brotherhood.com,kristjan.juurikas@gmail.com
334890,298047,"Mootorsõidukite hooldus ja remont",45201,"VALICECAR OÜ","+372 5288718",https://valicecar.ee/,info@valicecar.ee
338797,301505,"Mootorsõidukite hooldus ja remont",45201,"VESREM OÜ","+372 56280984",www.autostop.ee,aveskilt@gmail.com
339830,302396,"Mootorsõidukite hooldus ja remont",45201,"Viilung Puit OÜ","+372 5094990",www.viiilung.ee,info@viilung.ee
339830,302396,"Mootorsõidukite hooldus ja remont",45201,"Viilung Puit OÜ","+372 56488869",www.viiilung.ee,info@viilung.ee
339876,302435,"Mootorsõidukite hooldus ja remont",45201,"VIIMSI AUTOKESKUS OÜ","+372 5083677",info@viimsiautokeskus.ee,risto@varv.ee
342696,305986,"Mootorsõidukite hooldus ja remont",45201,"Viruveod OÜ","+372 51995714",www.viruveod.ee,Info@viruveod.ee
343609,306816,"Mootorsõidukite hooldus ja remont",45201,"V&K Auto OÜ","+372 5078673",www.vkauto.ee,info@vkauto.ee
343673,306874,"Mootorsõidukite hooldus ja remont",45201,"Vkm Engineering OÜ","+372 5066454",karol@vkmmotors.ee,karol@vkmmotors.ee
345374,308380,"Mootorsõidukite hooldus ja remont",45201,"VTA Tehnika Aktsiaselts","+372 5040109",www.vtatehnika,info@vtatehnika.ee
349422,312449,"Mootorsõidukite hooldus ja remont",45201,"Window Films OÜ","+372 5535127",www.autokosmeetikakeskus.ee,info@autokosmeetikakeskus.ee
350152,313077,"Mootorsõidukite hooldus ja remont",45201,"Wolfstan OÜ","+372 5105202",www.boatexpert.ee,stanislav@wolfstan.ee
